teacher_id,resume_year,highest_edu_degree,highest_edu_department,highest_edu_school,highest_edu_graduation_year,experience,teaching_interests,research_interests,discipline,ADM,ED,SER,PA1-1&IP1-1,PA1-2,PA1-3,PA1-4,PA1-5,PA1-6,PA1-7&IP1-3,PA1-8&SP1-3,SP1-1,SP1-2,IP1a,IP1-2,IP1-4,IP1-5
107926,2021,PhD,,,2005,"In Public Sector:
1. Commissioner of the Insurance Bureau of the Ministry of Finance (MOF)
2. Division Head of the Bureau of Monetary Affairs of MOF
3. Assistant Director of the Monetary Department of MOF
4. Director of the Taiwan Academy of Banking and Finance
5. Director of the Taiwan Insurance Institute 
6. Director of the Taiwan Futures Exchange
7. Director of the Gre Tai Securities Market
8. Chairman of the Taiwan Residential Earthquake Insurance Fund

In Private Sector:
1. Chairman of the Taiwan Cooperative Financial Holdings Co., & Taiwan Cooperative Bank
2. Chair Professor of the Feng Chia university
3. Chairman of the Trust Association of R.O.C
4. Chairman of the Taiwan Asset Management Co.,
5. Chairman of the Chung Kuo Insurance Co.,
6. Chairman of the Mega Asset Management Co.
7. Director of the Mega Financial Holdings Co.
8. Independent Director of the Yuanta Financial Holdings Co.","Money and Banking, Risk Management,","Money and Banking, Financial Regulation , Risk Management, Fintech",,0,0,0,0,1.0,1,1,1,1,0,1,1,1,1,0,1,0
107927,2021,Master,,,1998,"Visiting Professor in the EMBA programs at Beijing Tsing Hua University
Visiting Professor in the EMBA programs at Taiwan Tsing Hua University
Teaching at Taiwan Chengchi University’s IMBA program
Teaching Beijing Tsing Hua & INSEAD Dual Degree International EMBA program
A member of the editorial board for the Taiwan edition of Harvard Business Review
The Corporate VP and CHRO at TSMC (Taiwan Semiconducto",Human Resource Management,"Leadership Development
Organization Development & Transformation
Strategic Talent Management
Performance Management",,0,1,0,0,1.0,0,0,0,1,1,1,1,0,0,0,0,0
107982,2021,PhD,,,2002,"1. Associate Professor, Department of Finance, National Chengchi University (20010~now)
2. Assistant Professor, Department of Finance, National Chengchi University (2008-2010) 
3. Assistant Professor, Department of Finance, National Central University(2003-2008) 
4. Assistant Researcher, Chung-Hua Institiation for Economic Research(CIER)","Fixed-Income Markets, Futures and Options, Advanced Topics in Interest Rate Modeling, Financial Innovation, Advanced Topics in Derivatives Pricing","Financial Engineering, Interest Rate Modeling, Credit Risk Modeling, Derivatives Pricing, Risk Management",,0,0,0,0,1.0,0,0,1,0,0,1,1,0,0,0,0,0
107983,2021,PhD,,,2002,"1.Professor and Chair, Dept. of International Business, National Taipei College of Business
2.Associate Editor, Journal of Business Research",International Business Management、Strategic Management、International Marketing Management,International Business Management、Strategic Management、International Marketing Management,,0,1,1,0,1.0,0,0,1,1,1,1,1,0,1,0,0,0
107991,2021,PhD,,,2008,"1.Tutor in Department of Marketing, Monash University, Australia.
2.Research assistance in Department of Management and Marketing, University of Melbourne
3.Solution Consultant, Unitopia Taiwan Corp., Taiwan
4.Business Consultant, TSG-Online Inc., Taiwan",Operations/Supply Chain Management、e-Business Management、Service System Design,Operations/Supply Chain Management、e-Business Management、Service System Design,,0,1,1,0,1.0,0,0,1,0,0,1,1,0,0,0,0,0
110327,2021,PhD,,,1994,"1.Adjunct Associate Professor, Department of Electronic and Computer Engineering at National Taiwan University of Science and Technology (NTUST) – 2013/10 ~ 2014/07
2. Adjunct Assistant Professor, Graduate Institute of Technology and Innovation Management, National Chengchi University, ROC, 2009/2-now
3. Professional Practice Teacher, Department of Business Administration, National Taiwan University, ROC, 2008/2-2009/6
4. Adjunct Assistant Professor, College of Management, Fu Jen Catholic University, ROC, 2008/9-now
5. Senior Field Application Engineer, Texas Instruments Taiwan Limited, ROC, 2003/12-2017/9
6. Adjunct Lecturer, Department of Business Administration, Soo Chow University, ROC, 2002/9-now          
7. IPO Review Committee and industry consultant of Taiwan Stock Exchange Corporation,2011/5/9-2012/12/31
8. Investment Review Committee and technical consultant of Investment of Mega Venture Capital Corporation","1. VLSI and MEMS introduction and industry 
2. Optoelectronic technology and storage devices introduction and industry 
3. Communication and multimedia introduction and industry 
4. Biotechnology and new energy introduction and industry","1. Digital signal processing and embedded software design 
2. Semiconductor devices design and process 
3. Nano devices design and process 
4. Optical electronic and semiconductor manufacture equipment 
5. Analysis of nano devices and materials",,1,1,1,0,1.0,1,1,1,1,1,0,0,1,1,1,1,0
110954,2021,PhD,,,1988,"2004- : Leslie E. Grayson Professor of Business Administration, The Darden Graduate School, University of Virginia
2017- : Visiting Distinguished Professor, Schwarzman Scholars Program, Tsinghua University
2010- : Honorable Distinguished Professor, School of Management, Fudan University, Shanghai
2008- : Honorable University Chair Professor, National Chengchi University, Taipei
1997- : Senior Fellow, Asia-Pacific Institute of Business
Chinese University of Hong Kong
2016-2018: Honorable Distinguished Chair Professor,
Guanghua School of Management, Peking University
2013-2016: Honorable Distinguished Chair Professor, 
School of Economics and Management, Tsinghua University, Beijing
2007-2008: E-Sun Honorable Professor of Knowledge Management, College of Business Administration, National Taiwan University
2001-2003: E. Thayer Bigelow Research Professor of Business Administration, The Darden Graduate School, University of Virginia
1997-2004: Visiting Chair Professor of Management, Faculty of Business Administration, Chinese University of Hong Kong
1997-2004: Visiting Chair Professor of Management, School of Management, Imperial College of Science, Technology and Medicine, London
1998-2000: External Examiner, National University of Singapore
1997-2000: Founding Director, Global Chinese Business Initiative, The Wharton School, University of Pennsylvania  
1997: Harry W. Reynolds Visiting Professor of International Management, the Wharton School, University of Pennsylvania, 1997
1988-1996: Assistant and Associate Professor of Strategic Management, Graduate School of Business, Columbia University
1984-1987: Instructor, College of Business and Management, University of Maryland","Competitive Dynamics
Ambicultural Strategy
Business Strategy
Global Strategy and Competition Chinese Business and East-West Management","Competitive Dynamics
Ambicultural Strategy
Business Strategy
Global Strategy and Competition Chinese Business and East-West Management",,0,0,1,0,0.0,0,1,1,0,0,1,1,0,0,0,0,0
111058,2021,PhD,,,2005,"1.Associate Professor, Department of Accounting, National Chengchi University, 2009 – present
Assistant Professor, Department of Accounting, National Chengchi University, 2009 – 
2. Tenured Lecturer, Division of Accounting and Finance, University of Liverpool, UK, 2004.09 – 2009.01
3. Teaching Assistant, Division of Accounting and Finance, University of Manchester, UK
 2003.01 –2004.07","Fundamental Accounting, Advanced Accounting","Financial Accounting, Financial Statement Analysis, Market-based accounting research",,0,0,1,0,1.0,0,0,1,1,0,1,1,0,0,0,0,0
111282,2021,PhD,,,1974,"Visiting Professor, CHEUNG KONG GRADUATE SCHOOL OF BUSINESS, 2011
Visiting Professor, Hanqing Advanced Institute of Economics and Finance, RENMIN UNIVERSITY OF CHINA, 2011
Managing Director and China Country Manager, STANDARD & POOR’S, 2005-2008
Managing Director and Head of Global Real Estate Finance Research, STANDARD & POOR’S, 2003-2005
Managing Director and Head of Structured Finance Research, STANDARD & POOR’S, 2003-2005
Managing Director and Head of Mortgage Research, OPPENHEIMER & CO., INC., 1993-1997
Senior Vice President, Head of Mortgage Research, NOMURA SECURITIES INTERNATIONAL, INC., 1988-1993
Executive Vice President and Director of Mortgage Research, SHEARSON LEHMAN HUTTON INC., 1985-1988
Vice President and Housing Economist, SALOMON BROTHERS INC., 1981-1985
Economist, FANNIE MAE, 1977-1981
Associate Planner, THE CITY OF OKLAHOMA CITY, 1975-1977
Assistant Professor, UNIVERSITY OF MAINE, 1974-1975","Asset securitization
Emerging Financial Markets
Fixed-Income Securities Market","Asset securitization
Emerging Financial Markets
Fixed-Income Securities Market",,0,0,0,0,1.0,0,0,1,0,0,1,0,0,0,0,0,0
111283,2021,PhD,,,1987,"Managing Director, IMBA, College of Commerce, National Chengchi University
Editorial Board, Harvard Business Review (Chinese Version)
Secretary General, Monte Jade Science and Technology Association, Taiwan
President, Boston Life Science Venture Corporation
Senior Advisor to President Y.T. Lee of the Academia Sinica
Visiting Scholar, M.I.T. Sloan School of Management
Professor, Institute of Biological Science and Technology; Adjunct Professor, Institute of Management of Technology, National Chiao Tung University
Executive Director and V.P. of R&D and Manufacturing, Charles River Labs.
Executive Director of Technology Development, Invitron Corporation
Adjunct Professor of Chemical Engineering, Washington University in St. Louis
Assistant Professor in Chemical Engineering, State University of New York at Buffalo
NSF Review Board, Small Business Innovative Research Program
Director, Food, Pharm & Bioeng Division, American Institute of Chemical Engineers
Councilor, Biochemical Technology Division, American Chemical Society
Editorial Board, Enzyme and Microbial Technology; BioPharm; BioERA","Biochemical Engineering
Venture Capital","Innovation Management
Strategic Management
Leadership, Equity Investment
Entrepreneurship",,0,0,0,0,1.0,1,0,0,0,0,1,0,1,1,0,1,0
111285,2021,PhD,,,1993,"Professor – full-time, tenured, San Francisco State University, Summer 1993-Present Instructor, The University of Mississippi, Fall 1989-Spring 1993
Series 7 and 63 Stock Broker License (Non-Practicing) Network & professional certification in computer networking","1. Introduction to Marketing Research 
2. Introduction to Consumer Behavior 
3. Marketing Management 
4. International Marketing Management
5. Seminar in Marketing Research 
6. Seminar in Marketing Management
7. Consumer Behavior","Marketing Management
Marketing Research
Consumer Behavior",,0,0,1,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0
111286,2021,PhD,,,2008,"Assistant Professor, National Chengchi University, Department of Management Information Systems, 2009.09-now
Assistant Professor, National Taipei University of Education, Department of Digital Technology Design, 2018.09-now
Assistant Professor, National Chengchi University, College of Communication, 2019.09-now
Assistant Professor, National Chengchi University, Department of Computer Science, 2009.02-2015.01","Programming, Cybersecurity Operations, Data Structures & Algorithms, Business Data Communication","Programming, Cybersecurity Operations, Data Structures & Algorithms, Business Data Communication",,0,0,1,0,1.0,1,0,1,1,1,1,1,1,1,0,1,1
111520,2021,PhD,,,1997,"Vice Secretary-General, Chinese Management Association
Chairperson, Department of Business Administration, Soochow University
Area Editor, Organization and Management
Chief Editor, Soochow Journal of Economics and Business
Visiting Scholar, Kelly School of Business, Indiana University, Bloomington, USA
Professor, Department of Business Administration, Soochow University
Associate Professor, Department of Business Administration, Soochow University
Assistant Professor, Department of Business Administration, Soochow University","Human Resource Management
Organizational Behavior
Team Management
Strategic Human Resource Management","Team Composition and Management
Strategic Human Resource Management
Goal Orientation Theory",,1,1,1,0,1.0,0,1,1,1,0,1,1,0,0,0,0,0
111578,2021,PhD,,,1998,"1.Professor, Department of Business Administration, School of Management, Providence University(Taiwan),Aug.2008~Jul.2009. 
2.Dean of Research and Development office, Providence University(Taiwan), Apr.2009~July2009. 
3.Associate Professor, Department of Business Administration, School of Management, Providence University(Taiwan), Dec.2003~Jul.2008.
4.Director,Department of Exeutive Master of Business Administration(EMBA),School of Management, Providence University(Taiwan),Sep.2007~June 2008. 
5.Assistant professor, Department of Business Administration, School of Management, Providence University(Taiwan),Feb.1999~Dec.2003. 
6.Post-Doctoral Research Visiting Scholar, Department of Management and Organization, Kellogg School of Management, Northwestern University(U.S.A.), Sep.2002~Aug.2003. 
7.AssistantProfessor, Department of Business Administration, Chao-Yang University of Technology(Taiwan), Aug.1998~Jan.1999. 
8.Lecturer, Healthcare Management Division in Department of Medicine, Chung-Shan Medical University(Taiwan), Aug.1991~July 1994.",策略管理(Strategic management)、組織理論和管理(Organizational theory and management)、競爭/合作策略(Competition and Cooperation Strategies)、醫療策略與組織管理(Healthcare Strategic and organizational management),競合策略(Coopetition Strategy)、策略聯盟網絡(Strategic Alliances and Networks)、智慧資本(Intellectual Capital)、醫療策略管理(Healthcare Strategic Management),,0,1,1,0,1.0,0,0,1,1,0,1,1,0,0,0,1,0
111580,2021,PhD,,,2008,"1.Post doctoral Research Fellow in International Business, Manchester Business School, The University of Manchester, UK. (9/2008-8/2009) 
2.訪問學者，Michigan State University, Eli Broad School of Management, Centre for International Business Education and Research (MSU-CIBER), (2008)",International Business Srategy and Management、International Marketing Management,International Business Srategy and Management、International Marketing Management,,0,0,1,0,1.0,0,0,0,1,1,1,0,0,0,0,0,0
111650,2021,PhD,,,1998,"Purdue University, West Lafayette, IN, USA, July 2001 – Now
Hong Kong Polytechnic University, Hong Kong, 2002 – 2007
Northwestern University, Evanston, Illinois, USA, Jan. – July 1999
Hong Kong Baptist University, Hong Kong, Aug. 1990 – June 2001
ESCEM (Ecole Superieure de Commerce et de Management), Poitiers, France
Thrifty Drugs, Fountain Valley, CA, USA.
Allergan, Inc., Irvine, CA, USA.
Ohio Department of Health, Columbus, Ohio, USA.
Bristol-Myers (Taiwan) Ltd., Taipei, Taiwan","undergraduate
Sales Management, Industrial Marketing, Marketing Management, Marketing Communications International Marketing, Small Business Management, Retail Strategy, Entrepreneurship and Innovation, Marketing and Management for New Ventures
Graduate
Consumer Behavior Theories
MBA
Marketing Management, Strategic Marketing, Sales Force Management, CRM Through Data mining","Strategic marketing issues in customer contact activities in an e-environment
Healthcare context, and Strategic marketing issues and related topics",,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
111651,2021,PhD,,,2002,"1. Professor, Department of Statistics, National Chengchi University, 2015/02-present
2. Appointed Visiting Professor, Institute of Statistical Mathematics, Tokyo, Japan, 2017/7-2017/8
3. Appointed Visiting Professor, Informatics Institute, University of Florida, USA, 2016/7-2016/8
4. Visiting Professor, Department of Culture and Information Science, Doshisha University, Kyoto, Japan, 2015/8
5. EMBA Instructor, College of Commerce, National Chengchi University, 2015/7 - present
6. Adjunct Associate Professor, Graduate Institute of Statistics, National Central University, 2013/08-2014/07 
7. Associate Professor, Department of Statistics, National Chengchi University, 2010/08-2015/01
8. Assistant Professor, Department of Statistics, National Chengchi University, 2009/08-2010/07 
9. Adjunct Assistant Professor, School of Nursing, Taipei Medical University, 2007/3-2007/6
10. Assistant Professor, Graduate Institute of Statistics, National Central University, 2002/08-2009/07","Statistical Computing and Simulation, Probability Models, Stochastic Process, Multivariate Analysis, Machine Learning","Applied Probability, Computational Statistics, Granger Causality, Stochastic Control and Optimization, Statistical Machine Learning",,0,0,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0
111758,2021,PhD,,,2009,Research Assistant 2005-2009,"Strategic talent management
Innovation management
Design thinking
Cultural and creative industries","Strategic talent management
Innovation management
Design thinking
Cultural and creative industries",,0,0,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0
111875,2021,PhD,,,2010,"Full-time Associate Professor, Department of Information Management, Tamkang University (2010/08 to present)
Part-time Associate Professor, Department of Management Information Systems, National Chengchi University (2019/02 to 2020/01)
Part-time Lecturer, Department of Management Information Systems, National Chengchi University (2009/8 to 2010/7)
Part-time Substitute Teacher, Department of Finance, Shih Hsin University (2009/3 to 2009/6)
Part-time Lecturer, Department of Information Management, Cardinal Tien College of Healthcare & Management (2007/9 to 2008/6)","Service Management and Innovation, Knowledge Management, Online behavior, E-business","Service Management and Innovation, Knowledge Management, Online behavior, E-business",,0,0,1,0,1.0,0,0,1,0,0,1,1,0,0,0,0,0
112225,2021,PhD,,,1993,"1. 中國文化大學經濟學系主任(2013~ )
2. 中國文化大學經濟學系專任教授(2009~now)
3. 國立政治大學金融學系兼任教授(2009~now)
4. 國立政治大學金融學系專任教授(2001~2009)
5. Visiting Scholar, Dept. of Finance, University of Texas at Austin (2008.8~2009.1)
6. 國立政治大學金融學系專任教授兼主任(2006.8~2008.7)","1. 國際貿易理論研究(Advanced Theory of International Trade)
2. 銀行理論 (Banking Theory)
3. 高等個體經濟研討(Advanced Seminar in Microeconomics)
4. 管理經濟(Managerial Economics)
5. 貨幣銀行(Money and Banking)","1. 國際貿易理論(International Trade)
2. 銀行理論(Banking Theory)
3. 個體經濟理論(Microeconomics)",,0,0,0,0,0.0,0,1,1,0,1,1,1,0,0,0,0,0
112944,2021,PhD,,,1987,"1. Vice Chancellor, Kainan University, 2012-2018
1. Professor, Department of Finance, National Chengchi University, 1996-2010
2. Executive Secretary, Chinese Finance Association, 1996      
3. Chairman, Department of Finance, National Chengchi University, 1994-1996
4. Professor, Department of Finance, National Chengchi University, 1993
5. Associate Professor, Department of Finance, National Chengchi University, 1992-1993  
6. Associate Researcher and Manager, and Deputy Accounting Director, Industrial Technology Research Institute, 1975-1992","Corporate finance, Multinational Financial Management, Financial Statement Analysis","Corporate Financial, Decisions Foreign Exchange Risk Management",,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
113035,2021,PhD,,,1991,"1. Professor, Singapore Management University,                   2017.02 ~ now                                                                       2. Research Professor,  Institutum Iurisprudentiae, Academia Sinica,   1992.06 ~ 2017.02","Telecommunications law
Competition law
Fair Trading Law
Intellectual property Law","Telecommunications law
Competition law
Fair Trading Law
Intellectual property Law",,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
113045,2021,PhD,,,2003,"1.Associate professor, Department of Business Administration , National Chung Hsing University, 2007.07~2010.08                                                                   2. Assistant professor, Department of Business Administration , National Chung Hsing University, 2004.08~2007.07                                                                   3.Assistant professor, Department of Business Administration ,Chung Yuan Christian University, 2003.08~2004.07","Strategic Management
Strategic Innovation and Management                                                     Industrial Innovation and Competitive Strategy                                               Technology and Innovation Management","Technological Diversification                                                                      Business Resoruce Configuration
Corporate Venture Investment",,0,1,0,0,1.0,0,0,0,1,1,1,0,0,0,0,1,0
113492,2021,PhD,,,2006,"Teaching and Professional Experience
1.Economics, Columbia University Ph.D 
2.Economics, Columbia University M.Phil. 
3.Economics, Columbia University MA 
4.國立政治大學國際貿易學系碩士 
5.國立政治大學國際貿易學系學士 國立台灣大學經濟系助理教授 
6.國立政治大學國際貿易學系助理教授",Economic Growth、Theory of International Trade,Theory of International Trade,,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
113512,2021,PhD,,,1983,"1. Associate Professor, Department of Finance, National Chengchi University, 1991-2014
2. Lecture, Chinese University of Hong Kong, Hong Kong
3. Assistant Professor, University of Alaska-Fairbanks, USA","Security Analysis and Investment Strategies, Corporate Finance","Security Analysis and Investment Strategies, Corporate Finance",,1,0,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0
113613,2021,PhD,,,2010,"1. Assistant Professor, National Chengchi University, Department of Money and Banking, 2010 - now","Monetary Economics, Applied Econometrics, Financial Economics","Monetary Economics, Financial Economics",,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
113615,2021,PhD,,,1999,"1. Professor, Department of Finance, National Chengchi University, 2010-now
2. Professor, Department of Finance, National Central University, 2007-2010
3.Associate Professor, Department of Finance, National Central University, 2003-2007
4. Assistant Professor, Department of Finance, National Central University, 2000-2003
5. Assistant Professor, Department of Finance, Yuan Ze University, 1999-2000","Corporate Finance, Market microstructure, Behavior Finance","Corporate Finance, Market microstructure, Behavior Finance",,0,1,1,0,1.0,1,1,1,0,1,0,1,0,1,0,0,0
113618,2021,PhD,,,2010,"Spring 2014-now: Associate Professor, Dept. Management Information Systems, National Chengchi University.
Fall 2016: Associate Research Scientist, Dept. of Computer Science, University of California at Santa Barbara. Fall 2010-Spring 2014: Assistant Professor, Dept. Management Information Systems, National Chengchi University.
Fall 2006- Summer 2010: Research Assistant under the supervision of Prof. Tevfik Bultan,
Dept. of Computer Science, University of California at Santa Barbara. Summer 2008: Intern, NEC Laboratories America, Inc. Princeton, NJ. Project: Threadsensitive
Concurrent Data Flow analysis, supervised by Chao Wang.
Summer 2007: Intern, NEC Laboratories America, Inc. Princeton, NJ. Project: Modular
Verification of Web Service Composition, supervised by Chao Wang.
Fall 2005-Spring 2006: Teaching Assistant, Dept. of Computer Science, University of Californiaat Santa Barbara.
2001–2005: Research Assistant, Institute of Information Science, Academia Sinica Spring 2004,","Software engineering, Program analysis, Data science","String analysis, Verification, Web application security",,0,0,1,0,1.0,0,0,1,0,0,1,1,0,0,0,0,0
113641,2021,PhD,,,2004,"1. Associate Professor, National Chengchi University, 2010 – 2014
2. Professor, National Chengchi University, 2014 – now","Options, Futures and Derivatives Products","Options, Futures and Derivatives Products",,0,0,1,0,1.0,0,1,1,1,1,1,0,0,0,0,0,0
113809,2021,PhD,,,2005,"Presiding Judge, Intellectual Property Court ;                                                     Judge, Supreme Administrative Court;                                                                                     Director General Dept. of Administration Litigation and Discipline Judicial Yuan;                                                                                                             President, Intellectual Property Court",Intellectual Property Law        Law Practice,Intellectual Property Law        Law Practice,,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1
113811,2021,PhD,,,2006,"2018/8-present Division-Chief Judge, Intellectual Property Court, Taiwan
2016/9-2018/8 Judge/Deputy Director General, Department of Administrative Litigation and Discipline, Judicial Yuan, Taiwan
2014/9-2016/8 Division-Chief Judge, Intellectual Property Court, Taiwan
2008/7-2014/8 Judge, Intellectual Property Court, Taiwan
2007/4-2008/6 Research Judge, Department of Judicial Administration, Judicial Yuan, Taiwan",Copyright law                                                                                      Internet Law                                                                                           Patent Law                                                                                  Trademark Law                                                                                                              IP Litigations,fair use in copyright law                                                       IP civil and administrative litigations,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
114576,2021,Master,,,1993,"Professor, Department of Accounting, National Chengchi University, 2017-present",Taxation,Taxation,,1,0,0,0,1.0,1,0,1,1,0,1,1,1,1,1,1,1
114664,2021,PhD,,,2004,"1.Professor, Department of Risk Management and Insurance, National Chengchi University, 2011 - now
2. Professor, Department of Business Administration and Institute of International Business, National ChengKung University, 2010- 2011. Associate Professor, Department of Business Administration and Institute of International Business, National ChengKung University, 2007 – 2010
3. Assistant Professor, Department of Business Administration and Institute of International Business, National ChengKung University, 2006-2007","Risk Management, Non-Life Insurance , Dynamic Financial Analysis, Health Insurance, Insurance Supervision","Risk Management and Insurance, Insurance Supervision, Corporate Social Responsibility",,0,0,1,0,1.0,1,1,1,0,1,1,1,0,1,0,0,0
114671,2021,PhD,,,2002,"1. Professor, Department of Risk Management and Insurance, National Chengchi University, 2018-present 
2. Assistant  professor and Associate professor, Department of Risk Management and Insurance, National Chengchi University, 2010-2018","Insurance , Bancassurance ,Financial Holding Company ,InsurTech","Bancassurance , Financial Holding Company,InsurTech",,0,0,1,0,1.0,1,1,1,0,1,1,1,1,1,0,0,0
115028,2021,PhD,,,1991,"Associate Professor, Department of Accounting, National Chengchi University, 1981-present",AIS,"AIS, Financial Accounting",,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0
115045,2021,PhD,,,2000,"1. Professor, Department of Finance, National Chengchi University, 2012- present  
2. Chairperson, Department of Finance, National Chengchi University, 2017- 2019
3. Associate Professor, University of Hong Kong, School of Economics and Finance 2005-2012
4. Associate & Assistant Professor, National Taiwan University, Department of Finance  2000-2008
5. Assistant Professor, Case Western Reserve University, Department of Banking and Finance 1999-2000","Financial Management, Investments, M&A","Corporate Finance, Asset Pricing",,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
115112,2021,PhD,,,2011,"Associate Professor                                                              Assistant Professor, 2011/08 - present, Graduate Institute of Technology, Innovation and Intellectual Property Management, National Chengchi University, Taiwan
Tutor, 2008/09-2011/06, Department of Management, King's College London, UK
Part-time Lecturer, 2009/09 - 2011/06, English Language Centre, King's College London, UK
Researcher, 2009/04-2010/08, Marketing Department, Victoria and Albert Museum, UK",arts marketing                                                                                                     marketing                                                                                                                                        cultural and creative industries                                                                                                  arts organisations                                                                                                    marketing communications,arts marketing                                                                                                marketing                                                                                                         cultural and creative industries                                                                                   arts organisations,,0,1,1,0,1.0,0,1,1,0,0,1,1,0,0,0,0,0
115898,2021,PhD,,,2012,"美國密西根大學商學院（Ross School of Business, University of Michigan）博士後研究",行銷管理 (Marketing Management)、行銷與消費者 (Marketing and Consumer),網路社群參與行為 (Online Community Participation Behavior)、消費者決策行為(Consumer Decision-Making Behavior)、顧客關係管理 (Consumer Relationship Management),,1,1,1,0,1.0,0,0,1,0,0,1,1,0,0,0,0,0
116258,2021,PhD,,,2006,"J.D. (Law), Duke University, 2006
LL.M. (Law), National Taiwan University, 2002
LL.B. (Law), National Taiwan University, 1996
2013/2~ Associate Professor, Department of International Business, National Chengchi University, Taipei, Taiwan
2012/8~2013/1 Associate Professor, Graduate Institute of Humanities in Medicines,Taipei Medical University, Taipei, Taiwan
2011/8~2012/7 Assistant Professor, Graduate Institute of Humanities in Medicines, Taipei Medical University, Taipei, Taiwan
2006/9~2011/7 Assistant Professor, Graduate Institute of Financial and Economic Law, Feng Chia University, Taichung, Taiwan","International Trade Law, International Health Law, WTO Dispute Settlement, Financial Regulation","International Trade Law, International Health Law, Health Law, International Intellectual Property",,0,0,1,0,0.0,0,0,0,1,0,1,0,0,0,0,0,0
116259,2021,PhD,,,2009,"1.Assistant Porfessor, National Chengchi Universiyt, 2013~now","1.Risk Management
2.Investments","1.Finance and Risk Management of Financial Institutions
2.Behavioral Finance",,1,0,1,0,1.0,0,0,1,1,0,1,0,0,0,0,0,0
116476,2021,PhD,,,1974,"Chair Professor, National Chengchi University, 2018-present",Financial Accounting,Financial Accounting,,0,0,0,0,0.0,0,0,1,1,0,1,1,0,0,0,0,0
117066,2021,PhD,,,2013,"Associate Professor, Department of Management Information Systems, National Chengchi University, 2018/08~now
Assistant Professor, Department of Management Information Systems, National Chengchi University, 2013/08~2018/07","E-Commerce, Service Science, Data analysis using statistical and machine-learning methods.","E-Commerce, Service Science, Data analysis using statistical and machine-learning methods.",,0,0,1,0,1.0,0,0,1,0,0,1,1,0,0,0,0,0
117067,2021,PhD,,,2013,"Associate Professor, Department of Management Information Systems, National Chengchi University, 2016/09~now
Assistant Professor, Department of Management Information Systems, National Chengchi University, 2013/08~2016/08",Operations Management; Business Analytics; Decision Sciences;,Retailing; Operations Management; Business Analytics; Machine Learning; Simulation,,0,1,1,0,1.0,0,0,1,0,0,1,1,0,0,0,0,0
117118,2021,PhD,,,2013,"1. Associate Professor, National Chengchi University, Dept. of International Business, 2016.08 ~ now
2. Assistant Professor, National Chengchi University, Dept. of International Business, 2013.08 ~ 2016.08
學士:National Chengchi University, Taiwan, Department of International Business, 2000–2004","International Business Administration, CSR, Global Strategy Management","International Business Administration, CSR, Global Strategy Management",,1,0,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
117137,2021,PhD,,,1996,2003至2005  東吳大學企業管理學系副主任/ 東吳企管文教基金會執行長，董事; 2010美國專案管理學會專案管理師，2017至2020  東吳企管文教基金會董事,作業管理、存貨管理、物流管理、供應鏈管理、倉儲管理、,作業管理、存貨管理、物流與供應鏈管理、品質管理、預測方法,,0,0,1,0,0.0,0,0,0,0,1,1,1,0,0,0,0,1
117436,2021,PhD,,,2012,"Assistant Professor, Department of Accounting, National Chengchi University, 2013~present","Fundamental Accounting,","Financial Accounting, Auditing, Taxation",,0,0,0,0,0.0,0,0,1,0,0,1,1,0,0,0,0,0
117535,2021,PhD,,,2013,"Associated Partner, Baker & McKenzie Taipei Office",Intellectual Property Law                                                                               IP Transaction and Marketing                                                                                        Patent Analysis                                                                             IP Management,Patent Law                                                                                                     Patent Analysis                                                                                         IP Management,,0,1,1,0,1.0,0,0,1,0,0,1,1,0,0,0,0,1
117599,2021,PhD,,,2003,"Associate Professor, Department of Accounting, National Chengchi University, 1984-present",Financial Accounting,"Financial Accounting, Cost and Management Accounting, Performance Measurement, Green Accounting, Sports Management",,0,0,0,0,0.0,0,0,1,0,0,1,1,0,0,0,0,0
118069,2021,PhD,,,1986,"Ericsson (China) Communications Company Ltd.  
Executive VP of Ericsson (China), President of Region South, and Head of China Mobile GD/FJ Account
2008 – present",Project Management/Civil Engineering,Project Management/Civil Engineering,,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
